city,Locality,rooms,bathroom,parking_spaces,floor,association_tax,rent_amount,property_tax,fire_insurance,total_rent,animal_allowed,furnishing,rooms_outlier,bathrooms_outlier,parking_outlier
Bangalore,electronic city,2,2,1,6,0,13650,225,207,14082,0,0,0,0,0
Delhi,uttam nagar,2,1,1,20,1500,2700,270,36,4506,1,0,0,0,0
Mumbai,dombivali,2,1,0,10,846,3060,450,45,4401,1,1,0,0,0
Bangalore,anandapura,4,6,5,6,0,45000,4716,678,50400,1,0,0,0,1
Bangalore,begur,3,5,4,13,7350,34500,4752,438,47040,1,1,0,0,0
Bangalore,hennur road,3,2,0,8,1440,9000,3,117,10560,1,1,0,0,0
Delhi,new ashok nagar,3,2,1,5,3900,8460,900,111,13371,1,0,0,0,0
Kolkata,dum dum,2,3,0,6,0,6240,27,105,6372,1,0,0,0,0
Kolkata,hussainpur,4,3,8,6,0,18960,0,312,19272,1,0,0,0,1
Bangalore,yeshwanthpur,4,5,4,13,8100,21000,4500,267,33870,1,1,0,0,0
Delhi,defence colony,3,1,2,7,3900,15000,1251,195,20346,1,0,0,0,0
Delhi,nawada,1,1,0,1,2550,5550,168,72,8340,0,1,0,0,0
Bangalore,old madras road,4,4,4,8,6600,21000,4500,267,32370,1,0,0,0,0
Bangalore,kasturi nagar,3,5,2,7,3456,14700,0,189,18345,1,0,0,0,0
Bangalore,gopalapura,5,6,5,15,18000,10080,8481,129,36690,1,1,0,0,1
Delhi,chattarpur,2,1,1,4,2250,3900,0,51,6201,1,0,0,0,0
Bangalore,jayanagar,4,5,7,6,0,16500,1602,249,18351,1,0,0,0,1
Bangalore,5th phase jp nagar,1,1,0,5,1041,3600,135,48,4824,0,0,0,0,0
Kolkata,madhyamgram,2,1,1,1,900,3300,204,45,4449,1,0,0,0,0
Bangalore,malleshwaram,2,1,1,11,2550,6900,0,90,9540,1,0,0,0,0
Kolkata,tiljala,4,2,2,6,1800,10500,0,141,12441,1,1,0,0,0
Chennai,thaiyur,3,2,6,6,0,6600,546,102,7248,1,0,0,0,1
Kolkata,bansdroni,4,3,3,10,5100,21000,1800,282,28182,0,1,0,0,0
Mumbai,ulwe,2,1,0,2,861,3000,126,45,4032,1,0,0,0,0
Bangalore,hennur road,2,1,2,4,3300,6000,0,78,9378,1,0,0,0,0
Bangalore,uttarahalli,2,2,1,6,0,5040,27,78,5145,1,0,0,0,0
Bangalore,uttarahalli,1,2,0,6,3522,11700,405,150,15777,0,0,0,0,0
Bangalore,kothanur,1,2,0,7,1170,10500,0,135,11805,1,0,0,0,0
Mumbai,ulwe,2,1,0,19,1500,3600,252,54,5406,1,0,0,0,0
Mumbai,kalyan west,1,1,1,12,2850,7500,0,111,10461,1,1,0,0,0
Bangalore,btm 1st stage,4,4,3,6,0,20400,0,309,20709,1,0,0,0,0
Chennai,sholinganallur,2,1,0,1,1371,3402,165,45,4983,1,0,0,0,0
Kolkata,tangra,2,1,1,8,480,2700,0,36,3216,0,0,0,0,0
Chennai,perungudi,1,1,1,4,1680,2805,135,36,4656,0,0,0,0,0
Kolkata,new alipore,2,1,1,3,366,3975,0,54,4395,1,0,0,0,0
Bangalore,channasandra,2,1,1,2,1275,4608,216,60,6159,1,0,0,0,0
Bangalore,2nd phase jp nagar,1,1,0,6,0,3600,0,48,3648,0,0,0,0,0
Kolkata,jagadishpur,6,6,2,6,3390,30000,4125,492,38010,1,0,0,0,0
Bangalore,kothanur,1,1,0,8,1500,11847,0,153,13500,1,1,0,0,0
Bangalore,banashankari,4,3,2,6,0,40500,3018,609,44130,1,0,0,0,0
Bangalore,hennur road,2,2,2,2,3690,10920,1026,141,15777,1,0,0,0,0
Delhi,sector 23 rohini,1,1,0,4,1170,4950,360,66,6546,0,0,0,0,0
Bangalore,hennur road,2,1,2,6,0,4440,675,69,5184,1,0,0,0,0
Delhi,mayur vihar,2,2,1,10,4698,24000,1503,312,30510,1,0,0,0,0
Mumbai,mulund east,3,1,1,5,1350,3300,225,51,4926,1,0,0,0,0
Bangalore,dodda nekkundi,3,4,6,6,0,14400,300,219,14919,1,1,0,0,1
Bangalore,electronic city phase ii,1,1,1,16,5700,6000,450,78,12228,0,1,0,0,0
Kolkata,dum dum metro,2,3,0,7,10500,12000,2097,162,24759,1,0,0,0,0
Mumbai,dombivali,2,2,0,5,1200,7500,420,111,9231,1,0,0,0,0
Bangalore,raja rajeshwari nagar,1,1,0,1,750,3915,0,51,4716,0,0,0,0,0
Kolkata,howrah,2,2,1,11,1470,3300,210,45,5025,1,0,0,0,0
Delhi,dwarka mor,2,2,1,8,3000,7500,201,99,10800,0,1,0,0,0
Bangalore,doddaballapur,3,3,3,4,5400,24000,2523,306,32220,1,1,0,0,0
Bangalore,5th block hbr layout,3,3,3,13,6192,13044,1626,93,20955,0,1,0,0,0
Bangalore,hennur road,2,2,0,3,540,5400,1125,69,7134,0,0,0,0,0
Bangalore,vidyaranyapura,4,5,5,13,14739,11733,6528,150,33150,1,0,0,0,1
Bangalore,old madras road,3,4,4,4,9600,14400,2784,183,26967,1,1,0,0,0
Bangalore,banashankari,3,3,8,6,0,27720,3126,417,31260,1,0,0,0,1
Kolkata,ichapur,3,3,0,6,0,10500,450,174,11124,0,1,0,0,0
Kolkata,ballygunge,3,1,2,3,510,2550,0,36,3096,1,0,0,0,0
Kolkata,kankurgachi main road,4,2,2,6,0,10200,708,168,11076,1,0,0,0,0
Chennai,pallavaram,1,1,1,2,1170,3600,222,48,5040,1,0,0,0,0
Bangalore,sarjapur,1,1,0,3,672,4590,0,60,5322,0,0,0,0,0
Delhi,sarvodaya enclave,1,1,1,3,1269,4350,0,57,5676,1,0,0,0,0
Mumbai,koparkhairane station road,2,2,1,2,3000,6600,600,99,10299,1,0,0,0,0
Kolkata,nazirabad,3,3,2,10,4053,12000,972,162,17187,1,0,0,0,0
Bangalore,epip zone,4,2,2,11,6450,19500,1926,249,28125,1,0,0,0,0
Mumbai,kandivali east,2,1,0,6,0,2970,0,54,3024,1,0,0,0,0
Bangalore,1st stage indira nagar,4,5,3,6,0,33150,3501,501,37140,1,1,0,0,0
Bangalore,hosakerehalli,4,3,2,4,3402,19500,1827,249,24978,1,0,0,0,0
Kolkata,howrah,2,2,1,3,660,3600,288,48,4596,1,0,0,0,0
Bangalore,panathur,2,2,1,14,2127,9900,282,126,12435,1,0,0,0,0
Mumbai,andheri west,2,1,1,5,1410,3450,210,51,5121,1,0,0,0,0
Bangalore,raja rajeshwari nagar,1,1,0,16,1680,8997,309,114,11100,1,1,0,0,0
Bangalore,banashankari,4,4,4,6,0,39000,4251,588,43830,1,0,0,0,0
Kolkata,lake town,4,2,2,2,3450,7050,822,96,11418,1,0,0,0,0
Delhi,burari,1,1,0,4,3,4881,3,63,4950,0,1,0,0,0
Kolkata,patuli,2,1,2,4,585,3900,291,54,4830,0,0,0,0,0
Mumbai,kasar vadavali,5,4,7,6,0,10800,114,192,11106,1,0,0,0,1
Delhi,punjabi bagh,3,4,3,3,6000,17400,1377,225,25002,1,1,0,0,0
Bangalore,rajaji nagar,2,2,2,6,0,8100,369,123,8592,0,0,0,0,0
Bangalore,harlur,4,4,4,8,9099,8670,4194,111,22074,1,1,0,0,0
Delhi,sector 25 rohini,3,2,0,10,2100,3900,753,51,6804,1,0,0,0,0
Delhi,janakpuri,3,3,0,9,5850,21600,2001,279,29730,1,0,0,0,0
Bangalore,singasandra,1,1,0,17,1350,7410,0,96,8856,1,1,0,0,0
Bangalore,vijayanagar,2,1,1,8,2850,3600,0,48,6498,1,1,0,0,0
Bangalore,kammasandra,3,4,3,4,4680,12000,3063,153,19896,1,0,0,0,0
Kolkata,haltu,1,1,0,13,2232,4380,426,60,7098,0,0,0,0,0
Bangalore,kammasandra,3,1,2,6,0,12600,897,192,13689,1,0,0,0,0
Bangalore,talaghattapura,3,3,0,1,4200,11430,501,147,16278,0,0,0,0,0
Bangalore,electronic city phase ii,1,1,0,4,750,3459,0,12,4221,1,0,0,0,0
Bangalore,hoodi,4,2,1,8,5400,6300,1458,81,13239,1,1,0,0,0
Delhi,greater kailash,1,1,0,4,1977,5730,0,75,7782,1,1,0,0,0
Bangalore,hoodi,2,1,1,6,6000,16500,900,210,23610,0,1,0,0,0
Bangalore,richmond town,4,4,5,2,6567,9012,2127,117,17823,1,0,0,0,1
Chennai,kolathur,2,1,3,6,0,3750,300,57,4107,1,0,0,0,0
Bangalore,chandapura,2,2,1,15,3216,22500,495,288,26499,0,1,0,0,0
Kolkata,ballygunge,2,1,1,3,960,3600,81,48,4689,1,0,0,0,0
Delhi,green park,1,1,0,6,0,4500,255,69,4824,1,1,0,0,0
Bangalore,gubbalala,2,2,0,10,1140,11700,429,150,13419,1,1,0,0,0
Bangalore,chandapura,2,2,2,21,1950,9600,702,123,12375,1,0,0,0,0
Bangalore,akshaya nagar,3,4,2,6,0,36000,2877,543,39420,1,0,0,0,0
Bangalore,kanakpura road,1,2,2,6,2100,9000,0,117,11217,1,0,0,0,0
Chennai,t nagar,2,1,0,6,0,2640,123,42,2805,1,0,0,0,0
Bangalore,electronics city phase 1,3,4,3,6,0,8310,1425,126,9861,1,0,0,0,0
Mumbai,vashi,3,1,1,3,774,4650,300,69,5793,1,0,0,0,0
Chennai,adambakkam,1,1,1,18,1848,2400,120,33,4401,1,0,0,0,0
Kolkata,budge budge,3,3,2,6,0,6000,342,99,6441,1,0,0,0,0
Chennai,chengalpattu,3,2,2,12,3078,4950,729,63,8820,1,0,0,0,0
Kolkata,madurdaha,4,2,1,2,1800,6600,414,90,8904,1,0,0,0,0
Bangalore,bellandur,3,3,2,1,6000,21600,2700,276,30570,1,0,0,0,0
Delhi,badarpur,3,2,0,4,2436,8250,600,108,11394,1,0,0,0,0
Bangalore,bhoganhalli,2,1,1,3,2166,7800,594,99,10659,0,0,0,0,0
Bangalore,8th phase jp nagar,2,1,1,1,1170,2850,69,39,4128,1,0,0,0,0
Bangalore,hosa road,1,1,0,6,0,5250,0,69,5319,0,1,0,0,0
Chennai,adambakkam,2,1,1,2,1260,3150,72,42,4524,1,0,0,0,0
Bangalore,subramanyapura,3,2,2,7,2700,8400,2220,108,13428,0,0,0,0,0
Bangalore,hsr layout,1,1,1,2,1005,4125,9,54,5193,1,0,0,0,0
Bangalore,balagere,5,5,4,6,0,16620,1560,252,18432,0,0,0,0,0
Bangalore,rajaji nagar,3,2,1,13,4800,8700,600,111,14211,1,0,0,0,0
Chennai,ottiyambakkam,3,2,0,14,1830,5100,306,66,7302,1,0,0,0,0
Bangalore,8th phase jp nagar,2,1,1,7,1899,4020,24,51,5994,1,0,0,0,0
Chennai,ayapakkam,3,2,2,5,2700,5691,528,75,8994,1,0,0,0,0
Bangalore,marsur,5,3,2,6,0,12750,1140,192,14082,1,0,0,0,0
Bangalore,shikaripalya,3,4,4,8,14532,45000,6150,573,66270,1,0,0,0,0
Bangalore,domlur,2,1,0,1,1440,14850,165,189,16644,1,0,0,0,0
Delhi,new ashok nagar,4,2,1,2,2100,9900,435,129,12564,0,1,0,0,0
Bangalore,uttarahalli,3,2,2,19,1470,7500,300,96,9366,1,0,0,0,0
Delhi,rohini sector 24,3,1,1,1,5100,9000,750,117,14967,1,0,0,0,0
Delhi,matiala,2,1,1,2,3651,6600,390,87,10728,1,0,0,0,0
Chennai,pallikaranai,3,2,1,4,1170,2700,72,36,3978,1,0,0,0,0
Mumbai,powai,1,1,0,2,900,3000,177,45,4122,0,0,0,0,0
Kolkata,jadavpur,2,1,1,6,1110,3000,333,42,4485,1,0,0,0,0
Bangalore,hormavu,3,3,1,6,3900,6180,600,81,10761,1,0,0,0,0
Chennai,neelankarai,4,5,4,6,2040,24000,1251,363,27654,1,0,0,0,0
Bangalore,ananth nagar,3,2,2,2,3960,21900,825,279,26964,1,0,0,0,0
Bangalore,begur road,3,3,3,9,10500,26700,4398,339,41940,1,0,0,0,0
Mumbai,borivali west,1,2,1,4,1620,6120,537,90,8367,1,0,0,0,0
Mumbai,diva,3,6,4,3,9000,13500,2877,198,25575,1,0,0,0,0
Delhi,defence colony,3,2,0,6,0,6000,180,93,6273,1,0,0,0,0
Bangalore,padmanabhanagar,1,2,1,29,2250,23220,627,297,26394,1,1,0,0,0
Delhi,sector 8 dwarka,2,1,1,8,3066,3300,0,45,6411,1,0,0,0,0
Bangalore,chandapura,2,1,0,4,3783,4350,498,57,8688,1,0,0,0,0
Bangalore,thigalarapalya,3,5,3,2,5700,11400,0,147,17247,1,1,0,0,0
Delhi,hari nagar,2,1,1,3,3906,8400,747,111,13164,0,1,0,0,0
Delhi,sector 1 dwarka,3,2,2,8,3750,16200,750,210,20910,0,1,0,0,0
Bangalore,huskur,5,7,4,6,300,45000,1377,678,47370,0,0,0,1,0
Delhi,chattarpur,2,1,1,1,2400,4500,165,60,7125,0,0,0,0,0
Bangalore,hebbal,4,3,2,6,0,11700,1425,177,13302,1,0,0,0,0
Bangalore,banashankari stage ii,2,2,1,12,1746,5100,0,66,6912,1,0,0,0,0
Chennai,thaiyur,2,2,5,6,0,5400,963,84,6447,1,0,0,0,1
Kolkata,dum dum,3,2,0,8,1890,12600,450,168,15108,0,0,0,0,0
Bangalore,kr puram,1,2,1,18,6810,16500,54,210,23574,1,1,0,0,0
Bangalore,byrasandra,3,4,4,1,13620,54000,0,687,68310,1,1,0,0,0
Chennai,oragadam industrial corridor,4,5,5,6,0,31200,2001,471,33660,0,0,0,0,1
Bangalore,doddaballapur,3,4,1,8,6300,30000,1686,381,38370,1,0,0,0,0
Kolkata,kaikhali,1,1,1,1,0,3825,0,51,3876,0,0,0,0,0
Bangalore,kasavanhalli,2,3,2,6,4500,6930,1227,90,12747,1,0,0,0,0
Bangalore,kanakpura road,2,1,0,10,1359,4962,0,63,6384,1,0,0,0,0
Bangalore,ulsoor,3,2,2,2,4500,12600,1296,162,18558,1,0,0,0,0
Kolkata,tagore park,2,3,2,8,900,4350,330,60,5640,0,0,0,0,0
Delhi,green park,1,2,1,2,1950,3600,165,48,5763,1,0,0,0,0
Bangalore,electronic city,3,2,0,6,0,9000,2742,138,11880,0,0,0,0,0
Bangalore,talaghattapura,3,2,2,9,5508,12600,1629,162,19899,1,0,0,0,0
Bangalore,ramagondanahalli,1,1,0,2,1260,7566,75,96,8997,1,0,0,0,0
Mumbai,kanjurmarg,1,1,0,2,300,2880,225,45,3450,1,0,0,0,0
Bangalore,kasavanhalli,2,2,2,6,0,8100,900,123,9123,0,0,0,0,0
Bangalore,bellandur,3,2,1,23,5550,21000,897,267,27714,1,0,0,0,0
Bangalore,kalena agrahara,2,1,1,10,3000,8700,291,111,12102,1,0,0,0,0
Bangalore,vidyaranyapura,3,3,5,6,0,25500,3603,384,29487,1,0,0,0,1
Bangalore,tc palaya,1,1,0,15,1650,12000,0,153,13803,0,0,0,0,0
Kolkata,birati,4,3,3,4,2760,7500,978,102,11340,1,0,0,0,0
Bangalore,kodigehaali,3,4,2,7,10500,36000,1944,459,48900,1,1,0,0,0
Bangalore,malleshwaram,2,1,1,4,1950,3000,36,39,5025,1,0,0,0,0
Kolkata,dum dum,2,1,2,1,933,5400,363,72,6768,1,0,0,0,0
Chennai,ponmar,1,1,0,8,900,1650,210,21,2781,1,0,0,0,0
Bangalore,indira nagar,2,1,1,4,2040,3900,63,51,6054,1,0,0,0,0
Kolkata,south dum dum,2,1,1,2,600,2700,0,36,3336,1,0,0,0,0
Bangalore,hebbal kempapura,3,3,2,7,3690,11250,1077,144,16161,1,1,0,0,0
Kolkata,bally,4,5,6,6,0,30000,750,492,31230,1,0,0,0,1
Delhi,gulmohar park,3,1,2,3,3000,6600,477,87,10164,0,0,0,0,0
Chennai,thirunindravur,4,6,4,6,2280,39000,3126,588,45000,1,0,0,0,0
Bangalore,parappana agrahara,2,2,1,1,2361,4200,213,54,6828,0,0,0,0,0
Chennai,navallur,3,2,3,17,1929,11100,897,141,14067,1,0,0,0,0
Delhi,greater kailash ii,3,2,1,8,2310,6900,345,90,9645,1,0,0,0,0
Delhi,uttam nagar west,1,1,0,7,1350,3300,63,45,4758,0,0,0,0,0
Bangalore,kasavanhalli,3,3,3,17,3750,13500,1065,174,18489,1,1,0,0,0
Delhi,c r park,3,2,0,9,2343,10500,549,138,13530,0,1,0,0,0
Bangalore,hormavu,3,3,3,8,4710,8400,1944,108,15162,1,1,0,0,0
Mumbai,mira road east,1,1,0,1,570,2970,30,45,3615,1,0,0,0,0
Kolkata,tollygunge,3,3,3,6,600,14100,330,234,15264,1,1,0,0,0
Delhi,defence colony,1,1,2,3,5808,13500,1023,174,20505,1,0,0,0,0
Bangalore,bannerghatta road,4,3,2,8,6030,6630,1002,84,13746,1,0,0,0,0
Mumbai,hiranandani estates,2,1,0,1,0,3390,75,51,3516,0,0,0,0,0
Delhi,malviya nagar,2,1,1,8,1830,2700,264,36,4830,1,0,0,0,0
Bangalore,bellandur,3,2,1,2,3780,16500,765,210,21255,1,1,0,0,0
Bangalore,hulimavu,1,1,0,26,1152,6300,120,81,7653,1,0,0,0,0
Mumbai,dahisar,2,2,2,9,1200,7200,300,60,8760,1,0,0,0,0
Bangalore,varthur,2,2,1,2,2199,9600,387,123,12309,0,1,0,0,0
Mumbai,jogeshwari west,1,1,1,5,1050,7800,201,114,9165,0,1,0,0,0
Delhi,dwarka mor,3,2,1,9,3006,2550,765,33,6354,1,0,0,0,0
Bangalore,bommasandra industrial area,5,7,5,6,0,45000,6720,678,52410,1,0,0,1,1
Bangalore,kr puram,1,1,0,6,0,4500,414,69,4983,1,0,0,0,0
Delhi,safdarjung enclave,2,2,1,8,2046,6900,669,90,9705,1,0,0,0,0
Bangalore,sarjapur,1,1,0,6,1806,5400,390,69,7665,1,1,0,0,0
Delhi,govindpuri,1,1,0,1,1350,5610,0,75,7035,1,0,0,0,0
Bangalore,electronic city phase ii,1,1,0,12,1050,10200,0,132,11382,1,1,0,0,0
Bangalore,sarjapura - attibele road,4,4,3,1,6300,10200,1626,132,18258,1,0,0,0,0
Bangalore,6th phase jp nagar,3,4,2,10,10200,14025,2610,180,27015,1,0,0,0,0
Mumbai,borivali west,3,3,2,5,3900,12000,900,177,16977,1,1,0,0,0
Bangalore,hulimavu,1,1,0,6,0,2928,0,45,2973,1,0,0,0,0
Bangalore,hongasandra,4,4,4,2,16800,39000,6750,495,63060,1,0,0,0,0
Mumbai,dronagiri,2,3,2,12,5400,38250,1500,561,45720,1,1,0,0,0
Kolkata,kaikhali,1,1,1,1,0,4500,0,60,4560,0,1,0,0,0
Bangalore,mallathahalli,4,4,4,12,16200,30600,4752,390,51930,1,1,0,0,0
Bangalore,kadubeesanahalli,4,4,3,6,0,19200,225,291,19716,1,0,0,0,0
Kolkata,behala,2,1,1,4,600,2550,150,36,3336,1,0,0,0,0
Bangalore,rajaji nagar,3,3,1,6,4170,12600,771,162,17703,1,0,0,0,0
Bangalore,7th phase jp nagar,1,1,2,8,2085,5400,510,69,8064,1,0,0,0,0
Chennai,maraimalai nagar,3,2,1,4,1641,2850,291,39,4821,1,0,0,0,0
Bangalore,kodihalli,3,4,4,6,0,27000,4593,408,32010,1,0,0,0,0
Bangalore,horamavu agara,2,2,2,1,1440,4890,126,63,6519,1,0,0,0,0
Mumbai,andheri east,3,1,0,1,435,3390,165,51,4041,1,0,0,0,0
Bangalore,hosa road,1,1,0,5,1020,6120,0,78,7218,1,0,0,0,0
Bangalore,6th phase jp nagar,3,4,4,7,6900,45000,2700,573,55170,1,1,0,0,0
Bangalore,attibele,3,2,1,6,1539,5145,300,66,7050,1,0,0,0,0
Kolkata,b t road,3,2,2,8,2352,10500,924,141,13917,0,0,0,0,0
Bangalore,yelahanka,1,1,0,12,1110,9900,222,126,11358,0,1,0,0,0
Mumbai,veera desai road,3,2,2,9,3000,10050,501,147,13698,1,1,0,0,0
Bangalore,kaggadasapura,1,1,1,17,4056,5700,450,75,10281,0,1,0,0,0
Bangalore,kanakpura road,2,2,2,20,1350,8616,714,111,10791,1,0,0,0,0
Kolkata,rajarhat,1,1,0,1,0,7800,0,105,7905,1,0,0,0,0
Bangalore,sompura,3,2,1,1,3300,12000,252,153,15705,1,0,0,0,0
Bangalore,lakshminarayana pura,3,2,2,6,2394,6600,252,84,9330,0,0,0,0,0
Chennai,madipakkam,2,1,1,2,840,1950,0,27,2817,1,0,0,0,0
Chennai,perungalathur,1,2,1,6,0,3336,0,51,3387,1,0,0,0,0
Bangalore,hennur road,2,2,1,7,2280,16500,426,210,19416,1,1,0,0,0
Bangalore,gopalkrishna nagar,3,6,5,6,0,18000,1518,273,19791,1,0,0,0,1
Bangalore,munnekollal,4,3,2,5,3150,24900,540,318,28908,1,1,0,0,0
Bangalore,sarjapur  road,3,2,0,6,0,4500,180,69,4749,1,0,0,0,0
Chennai,medavakkam,3,1,1,1,1140,3984,150,30,5304,1,0,0,0,0
Delhi,patel nagar,3,2,1,8,6600,12600,993,165,20358,1,0,0,0,0
Bangalore,yeshwanthpur,4,4,4,9,14100,27000,3375,345,44820,1,0,0,0,0
Bangalore,green glen layout,2,1,1,8,3678,9600,276,123,13677,1,0,0,0,0
Delhi,lajpat nagar iii,5,3,2,3,6600,12300,1251,159,20310,1,0,0,0,0
Mumbai,kandivali east,2,2,1,2,1500,5400,300,81,7281,1,0,0,0,0
Kolkata,new town action area ii,1,1,0,2,0,3900,0,54,3954,0,0,0,0,0
Bangalore,sarjapur  road,3,2,1,1,1500,6000,300,78,7878,1,1,0,0,0
Kolkata,picnic garden,3,2,2,2,1500,4500,342,60,6402,0,0,0,0,0
Bangalore,naganathapura,4,4,4,3,5100,27000,2751,345,35190,0,0,0,0,0
Bangalore,varanasi,4,4,4,6,0,25800,1437,390,27627,0,1,0,0,0
Bangalore,bisuvanahalli,3,4,4,7,10320,45000,4977,573,60870,1,1,0,0,0
Bangalore,cv raman nagar,8,5,4,6,0,21000,4200,318,25518,1,0,1,0,0
Bangalore,harlur,3,3,5,1,9000,10500,0,135,19635,1,0,0,0,1
Bangalore,frazer town,5,7,8,6,0,27000,5625,408,33030,1,1,0,1,1
Bangalore,ambalipura,2,1,0,6,0,3900,240,60,4200,1,0,0,0,0
Bangalore,bannerghatta road,2,2,0,1,900,10800,360,138,12198,1,0,0,0,0
Bangalore,electronic city,4,4,1,6,0,30000,27,453,30480,1,0,0,0,0
Bangalore,bellandur,3,2,2,6,0,33000,450,498,33960,1,0,0,0,0
Bangalore,marathahalli,4,5,4,6,0,42000,3501,633,46140,1,1,0,0,0
Bangalore,thanisandra,3,4,2,6,0,9750,876,147,10773,1,0,0,0,0
Bangalore,sarjapur,1,1,0,1,0,6150,0,78,6228,0,1,0,0,0
Bangalore,varthur,3,1,1,1,2250,3300,0,42,5592,1,0,0,0,0
Bangalore,raja rajeshwari nagar,1,1,1,3,0,12600,51,162,12813,0,1,0,0,0
Mumbai,mira road east,2,1,1,6,0,3000,75,54,3129,1,0,0,0,0
Bangalore,haralur road,3,1,0,3,600,12600,36,162,13398,0,0,0,0,0
Bangalore,whitefield,1,1,0,1,1800,3900,0,51,5751,1,0,0,0,0
Bangalore,electronic city phase ii,1,1,0,6,0,3000,0,39,3039,0,0,0,0,0
Delhi,east of kailash,1,1,0,6,1266,2940,60,39,4305,1,1,0,0,0
Bangalore,kengeri,4,3,1,1,7200,12000,1539,153,20892,0,0,0,0,0
Kolkata,sahakara nagar,4,7,4,6,1050,9000,1980,120,12150,0,0,0,1,0
Bangalore,chikkalasandra,4,4,4,7,18000,36000,6000,459,60450,1,0,0,0,0
Bangalore,sarjapur,1,1,0,1,1806,5400,390,69,7665,1,1,0,0,0
Mumbai,kandivali east,3,2,2,4,900,5550,150,84,6684,1,0,0,0,0
Bangalore,bannerghatta road,3,2,2,6,0,15000,750,228,15978,1,0,0,0,0
Mumbai,mazgaon,3,1,0,3,630,5100,225,75,6030,1,0,0,0,0
Bangalore,whitefield,2,1,1,8,1740,3300,300,42,5382,1,0,0,0,0
Bangalore,2nd stage nagarbhavi,3,3,5,16,5025,10500,552,135,16212,1,0,0,0,1
Delhi,sector 6 dwarka,5,4,5,6,0,12240,702,189,13131,1,0,0,0,1
Bangalore,ambedkar nagar,2,1,0,1,801,5100,0,66,5967,1,0,0,0,0
Mumbai,borivali east,2,1,0,1,531,2421,90,36,3078,1,0,0,0,0
Delhi,chattarpur,1,1,0,9,1947,9300,300,120,11667,1,0,0,0,0
Bangalore,whitefield,1,1,1,8,6612,11100,627,141,18480,0,1,0,0,0
Bangalore,kothanur,2,1,1,5,735,3900,12,51,4698,0,0,0,0,0
Delhi,hauz khas,2,2,2,1,7200,22500,750,291,30750,1,1,0,0,0
Kolkata,howrah,2,2,2,3,690,5100,345,69,6204,1,0,0,0,0
Chennai,nungambakkam,2,1,1,7,2010,2931,342,39,5322,1,0,0,0,0
Bangalore,hsr layout,1,1,1,16,1419,8400,30,108,9957,1,1,0,0,0
Chennai,kelambakkam,1,1,1,2,0,3585,0,48,3633,1,0,0,0,0
Bangalore,yeshwanthpur,4,5,4,8,11652,26100,5013,333,43110,1,1,0,0,0
Bangalore,carmelaram,4,5,2,6,0,45000,7860,678,53550,1,1,0,0,0
Kolkata,tollygunge,3,2,2,6,0,36000,1107,591,37710,1,0,0,0,0
Delhi,kalkaji,5,3,1,6,1500,12000,300,183,13983,1,0,0,0,0
Bangalore,sector 2 hsr layout,1,1,0,1,750,5160,297,66,6273,0,1,0,0,0
Bangalore,uttarahalli,2,1,0,7,1689,6600,177,84,8550,0,0,0,0,0
Kolkata,baranagar,3,3,3,6,0,13500,1050,222,14772,0,0,0,0,0
Bangalore,sarjapur,1,1,0,1,1806,5400,390,69,7665,1,1,0,0,0
Kolkata,paikpara,6,7,5,6,0,18423,2001,303,20727,1,1,0,1,1
Bangalore,haralur road,3,4,3,10,5100,7470,1125,96,13791,1,0,0,0,0
Kolkata,prince anwar shah rd,1,1,0,3,0,3300,0,45,3345,0,1,0,0,0
Bangalore,chandapura,2,1,1,2,990,4230,222,54,5496,1,0,0,0,0
Bangalore,hegde nagar,4,2,2,6,0,11130,1236,168,12534,1,0,0,0,0
Delhi,pitampura,1,1,1,1,4311,9000,1146,117,14574,1,1,0,0,0
Bangalore,hsr layout,1,1,0,1,180,2850,0,39,3069,0,0,0,0,0
Chennai,choolaimedu,4,5,3,9,4950,28500,1377,363,35190,1,0,0,0,0
Bangalore,banashankari,3,4,4,6,0,45000,3702,678,49380,1,1,0,0,0
Bangalore,richards town,4,4,4,3,8700,7650,2052,99,18501,1,0,0,0,0
Bangalore,hormavu,4,4,3,12,12000,4320,2502,57,18879,1,1,0,0,0
Bangalore,horamavu agara,1,1,0,9,1170,3900,111,51,5232,1,0,0,0,0
Mumbai,dombivali,2,1,1,7,1050,3600,102,54,4806,1,0,0,0,0
Bangalore,maruthi sevanagar,3,3,4,6,0,11640,1059,177,12876,1,0,0,0,0
Mumbai,kandivali,4,3,2,3,2250,12000,981,177,15408,0,0,0,0,0
Bangalore,chandapura,2,2,1,14,1830,3900,9,51,5790,0,0,0,0,0
Delhi,greater kailash 1,1,1,1,2,3180,4500,969,60,8709,1,0,0,0,0
Delhi,malviya nagar,2,1,0,4,1350,3855,279,51,5535,1,0,0,0,0
Kolkata,tangra,3,1,1,3,597,2400,126,33,3156,0,0,0,0,0
Bangalore,marathahalli,4,4,4,3,9000,19500,4260,249,33000,1,0,0,0,0
Delhi,paschim vihar,1,1,0,2,1110,2490,180,33,3813,1,0,0,0,0
Bangalore,bellandur,3,4,4,22,4635,36000,2454,459,43560,1,0,0,0,0
Chennai,perungudi,2,1,1,5,1140,2550,54,33,3777,1,0,0,0,0
Kolkata,sealdah,5,4,2,6,0,24000,801,396,25197,1,0,0,0,0
Bangalore,ardendale,1,1,0,6,840,7500,66,96,8502,1,1,0,0,0
